0,2657,{}
0,10309,{}
0,22054,{}
0,15082,{}
0,12854,{}
0,886,{}
0,17079,{}
0,13624,{}
0,18937,{}
0,24093,{}
1,24806,{}
1,4457,{}
1,3855,{}
1,12820,{}
1,11509,{}
1,29117,{}
2,21836,{}
2,17313,{}
2,26331,{}
2,1524,{}
2,21581,{}
3,992,{}
3,21640,{}
3,28297,{}
3,20493,{}
3,8754,{}
3,17110,{}
4,29761,{}
4,19026,{}
4,16747,{}
4,18828,{}
4,10581,{}
5,994,{}
5,13957,{}
5,738,{}
5,25392,{}
5,24665,{}
5,19225,{}
5,15644,{}
6,22149,{}
6,29003,{}
6,7059,{}
6,9686,{}
6,5337,{}
6,22905,{}
6,13181,{}
7,20288,{}
7,29265,{}
7,22036,{}
7,18230,{}
7,615,{}
8,15336,{}
8,23896,{}
8,24765,{}
8,28073,{}
9,20585,{}
9,3157,{}
9,10374,{}
9,10959,{}
10,9555,{}
10,27851,{}
10,7022,{}
10,3123,{}
10,28631,{}
10,14879,{}
11,8033,{}
11,12482,{}
11,744,{}
11,23214,{}
11,19793,{}
11,27833,{}
11,12634,{}
12,26736,{}
12,27864,{}
12,7460,{}
12,14662,{}
12,3129,{}
13,26021,{}
13,13030,{}
13,24648,{}
13,23051,{}
13,5679,{}
13,27865,{}
13,11871,{}
14,12418,{}
15,12164,{}
15,19540,{}
15,7326,{}
15,28430,{}
15,22599,{}
17,28896,{}
17,26209,{}
17,11462,{}
17,2921,{}
17,21423,{}
17,758,{}
17,9911,{}
17,20572,{}
18,17472,{}
18,16001,{}
18,9794,{}
18,14596,{}
18,7489,{}
18,13067,{}
18,16974,{}
18,21363,{}
18,24596,{}
18,9532,{}
19,14120,{}
19,8225,{}
19,24826,{}
19,2563,{}
19,13829,{}
20,14787,{}
20,26188,{}
20,8429,{}
20,16574,{}
20,14079,{}
21,6457,{}
21,14293,{}
21,26969,{}
21,3573,{}
22,11232,{}
22,6785,{}
22,15043,{}
22,17995,{}
22,5044,{}
22,17789,{}
23,21639,{}
23,23019,{}
23,29806,{}
23,1584,{}
23,14803,{}
23,27062,{}
23,24631,{}
23,856,{}
23,18014,{}
24,23346,{}
24,23532,{}
24,6770,{}
25,13637,{}
25,14790,{}
25,7281,{}
25,27626,{}
25,14060,{}
25,11441,{}
25,3318,{}
25,13879,{}
26,28022,{}
26,23423,{}
27,9029,{}
27,300,{}
27,4846,{}
27,26448,{}
27,17814,{}
27,12728,{}
28,12817,{}
28,4809,{}
28,28267,{}
28,28687,{}
28,8497,{}
28,14645,{}
29,27320,{}
29,24322,{}
29,18206,{}
29,16687,{}
30,12260,{}
30,28421,{}
30,25480,{}
30,12140,{}
30,2670,{}
30,13711,{}
30,24061,{}
31,23428,{}
31,4358,{}
31,1926,{}
31,20328,{}
31,6638,{}
31,19886,{}
31,20823,{}
31,12031,{}
32,21137,{}
32,24530,{}
32,21863,{}
32,5319,{}
33,22946,{}
33,5541,{}
33,2090,{}
33,15883,{}
33,18002,{}
33,13273,{}
33,13724,{}
33,6047,{}
34,17137,{}
34,8154,{}
34,12084,{}
34,12350,{}
34,9385,{}
35,22728,{}
35,21083,{}
35,26574,{}
35,14415,{}
36,11844,{}
36,26472,{}
36,6059,{}
36,14638,{}
36,26671,{}
36,11848,{}
36,13224,{}
36,20718,{}
36,26298,{}
36,11741,{}
37,17703,{}
37,84,{}
37,23055,{}
38,16512,{}
38,24580,{}
38,7083,{}
38,395,{}
39,1719,{}
39,14577,{}
39,4659,{}
39,19828,{}
39,7703,{}
39,19704,{}
39,7124,{}
39,13182,{}
40,18532,{}
41,6915,{}
41,9896,{}
41,19915,{}
41,24683,{}
41,16182,{}
42,18681,{}
42,21942,{}
42,26814,{}
42,15719,{}
43,8569,{}
43,11525,{}
43,17021,{}
43,3911,{}
44,25904,{}
44,19024,{}
44,1324,{}
44,19735,{}
45,22752,{}
45,9890,{}
45,5804,{}
45,10484,{}
45,20566,{}
45,7159,{}
45,4122,{}
46,16451,{}
46,25587,{}
46,17207,{}
47,11430,{}
47,6025,{}
47,23027,{}
47,25078,{}
47,8521,{}
47,26909,{}
48,6160,{}
48,20131,{}
48,292,{}
48,26117,{}
48,19855,{}
48,3696,{}
48,13239,{}
48,6884,{}
49,26594,{}
49,27491,{}
49,6791,{}
49,21967,{}
49,13749,{}
49,22998,{}
49,6138,{}
49,891,{}
49,29886,{}
50,10560,{}
50,4806,{}
50,17065,{}
50,13358,{}
50,3344,{}
50,29591,{}
50,22232,{}
50,17663,{}
51,28288,{}
51,16258,{}
51,24131,{}
51,3999,{}
51,3365,{}
51,19377,{}
51,4566,{}
51,9503,{}
51,20511,{}
52,12520,{}
52,18983,{}
52,19323,{}
52,9387,{}
52,17287,{}
53,15256,{}
53,23713,{}
53,29012,{}
53,9565,{}
53,1302,{}
54,26634,{}
54,20764,{}
54,21502,{}
54,3351,{}
55,19458,{}
55,8170,{}
55,10607,{}
55,2992,{}
55,18068,{}
55,10997,{}
55,14009,{}
56,28035,{}
56,141,{}
56,17262,{}
56,16413,{}
57,3368,{}
57,6929,{}
57,699,{}
57,2406,{}
58,21120,{}
58,5572,{}
58,15879,{}
58,26832,{}
58,20567,{}
58,22074,{}
59,25191,{}
59,14987,{}
59,28174,{}
59,13871,{}
59,27886,{}
59,23865,{}
60,24802,{}
60,2436,{}
60,24523,{}
60,29137,{}
60,20792,{}
60,7716,{}
60,19710,{}
61,16289,{}
61,17082,{}
61,13284,{}
61,9318,{}
61,25542,{}
62,20248,{}
62,22723,{}
62,16644,{}
63,2483,{}
63,22131,{}
63,20741,{}
64,2368,{}
64,27745,{}
64,18785,{}
64,26571,{}
64,8876,{}
64,13393,{}
64,11710,{}
65,16420,{}
65,18814,{}
65,22054,{}
65,20829,{}
66,11609,{}
66,22820,{}
66,8724,{}
66,15055,{}
67,11120,{}
67,8713,{}
67,6547,{}
67,25238,{}
67,21007,{}
68,19460,{}
68,13893,{}
68,8522,{}
68,8788,{}
68,10325,{}
68,15065,{}
69,16065,{}
69,17603,{}
69,1064,{}
69,17770,{}
69,3915,{}
69,12015,{}
69,23696,{}
69,4818,{}
69,19379,{}
69,11934,{}
69,26455,{}
69,8058,{}
69,17438,{}
70,15643,{}
70,4652,{}
70,5189,{}
70,15638,{}
70,14935,{}
71,26083,{}
71,6084,{}
71,13541,{}
71,13065,{}
71,7249,{}
71,21241,{}
71,4253,{}
71,10046,{}
71,22725,{}
72,5184,{}
72,3376,{}
72,11762,{}
72,20856,{}
72,14938,{}
72,2779,{}
73,1800,{}
73,8817,{}
73,22783,{}
74,12464,{}
74,20579,{}
74,15317,{}
75,27904,{}
75,26020,{}
75,28901,{}
75,11124,{}
75,23726,{}
75,23568,{}
75,10100,{}
75,11990,{}
75,13497,{}
75,19002,{}
75,23869,{}
76,22689,{}
76,3010,{}
76,7426,{}
76,24627,{}
76,26869,{}
76,17211,{}
76,3868,{}
77,28802,{}
77,10916,{}
77,4743,{}
77,2210,{}
77,26036,{}
77,8630,{}
77,25172,{}
77,22269,{}
77,12895,{}
78,13176,{}
78,6090,{}
78,9867,{}
78,1877,{}
78,27846,{}
79,11491,{}
79,22756,{}
79,27470,{}
80,15905,{}
80,24938,{}
80,18323,{}
80,1719,{}
80,28927,{}
81,11642,{}
81,22882,{}
81,22638,{}
82,14796,{}
82,8717,{}
82,27694,{}
82,3501,{}
82,26644,{}
82,5752,{}
82,3643,{}
83,17137,{}
83,29250,{}
83,21643,{}
83,14370,{}
83,9978,{}
84,225,{}
84,5635,{}
84,15940,{}
84,6598,{}
84,17969,{}
84,9608,{}
84,12174,{}
84,19376,{}
84,21553,{}
84,20953,{}
85,17869,{}
86,12709,{}
86,21361,{}
86,20424,{}
86,29484,{}
86,25041,{}
86,7122,{}
86,18197,{}
86,8892,{}
87,21281,{}
87,10210,{}
87,10495,{}
87,9423,{}
88,25797,{}
88,10056,{}
88,26186,{}
88,19033,{}
88,2809,{}
88,17022,{}
89,23940,{}
89,8682,{}
89,10987,{}
89,22093,{}
89,23600,{}
89,21368,{}
89,95,{}
90,13731,{}
90,10607,{}
90,21587,{}
90,22260,{}
90,24121,{}
90,13690,{}
90,19131,{}
90,13853,{}
90,22078,{}
91,21248,{}
91,15906,{}
91,6051,{}
91,12567,{}
91,15726,{}
91,18543,{}
91,12753,{}
91,21875,{}
91,19182,{}
91,24823,{}
91,16056,{}
91,10523,{}
92,16515,{}
92,6597,{}
92,24207,{}
92,9808,{}
92,17749,{}
92,11158,{}
92,14654,{}
93,22218,{}
93,4623,{}
93,4159,{}
94,23730,{}
94,12011,{}
94,7980,{}
94,14038,{}
95,16186,{}
95,21103,{}
95,2655,{}
96,23959,{}
97,9443,{}
97,6830,{}
97,4299,{}
97,11055,{}
98,15776,{}
98,16545,{}
98,6307,{}
98,5130,{}
98,11779,{}
98,14083,{}
98,26334,{}
98,21951,{}
99,3312,{}
99,13648,{}
99,26990,{}
99,29997,{}
99,222,{}
100,26057,{}
100,25650,{}
100,17434,{}
100,21274,{}
100,22501,{}
101,22977,{}
101,13302,{}
101,5962,{}
101,16178,{}
101,527,{}
101,23762,{}
101,12086,{}
101,19484,{}
101,101,{}
102,18617,{}
102,3874,{}
102,22483,{}
102,1100,{}
102,13351,{}
103,17200,{}
103,1098,{}
103,5988,{}
103,23381,{}
103,22343,{}
104,9313,{}
104,25190,{}
104,6055,{}
104,19244,{}
104,6930,{}
104,21360,{}
104,11377,{}
104,17106,{}
104,12531,{}
104,469,{}
105,8571,{}
105,15235,{}
105,27125,{}
105,16702,{}
106,23184,{}
106,19905,{}
106,823,{}
106,13045,{}
106,18951,{}
107,18912,{}
107,12485,{}
107,617,{}
107,17738,{}
